order_item_id,order_id,product_id,quantity,unit_price,discount
119,46,15,3,169.95,0.0
120,46,14,3,170.44,0.0
121,46,2,5,67.47,0.0
122,47,19,3,139.22,0.1
123,47,4,3,235.29,0.0
124,47,1,4,352.32,0.05
125,47,7,4,178.21,0.05
126,48,15,4,169.95,0.1
127,48,5,1,387.05,0.0
128,49,13,1,110.8,0.0
129,49,20,4,427.4,0.0
130,50,6,4,212.56,0.0
131,50,9,3,125.78,0.05
132,50,2,2,67.47,0.0
133,51,1,5,352.32,0.0
134,51,17,5,175.72,0.0
135,52,14,2,170.44,0.0
136,52,17,1,175.72,0.0
137,53,1,3,352.32,0.0
138,54,4,3,235.29,0.0
139,54,9,2,125.78,0.0
140,55,13,2,110.8,0.0
141,55,14,4,170.44,0.0
142,56,10,2,69.78,0.0
143,57,8,1,290.69,0.0
144,57,16,2,152.75,0.0
145,58,1,4,352.32,0.0
146,59,9,4,125.78,0.1
147,59,15,2,169.95,0.0
148,59,16,1,152.75,0.0
149,60,11,5,219.22,0.0
150,60,14,5,170.44,0.0
151,60,5,5,387.05,0.0
152,60,15,3,169.95,0.0
153,61,20,1,427.4,0.0
154,62,3,5,244.94,0.0
155,63,10,1,69.78,0.0
156,64,1,2,352.32,0.0
157,64,3,1,244.94,0.0
158,64,2,1,67.47,0.1
159,64,4,4,235.29,0.15
160,65,18,5,311.1,0.0
161,65,20,1,427.4,0.05
162,65,5,2,387.05,0.0
163,66,11,2,219.22,0.0
164,66,19,1,139.22,0.0
165,67,12,4,192.27,0.0
166,67,8,4,290.69,0.0
167,68,11,3,219.22,0.0
168,68,6,2,212.56,0.0
169,69,18,2,311.1,0.1
170,69,2,2,67.47,0.0
171,69,7,4,178.21,0.0
172,70,12,1,192.27,0.0
173,71,3,5,244.94,0.0
174,71,7,5,178.21,0.0
175,71,14,3,170.44,0.15
176,72,7,3,178.21,0.0
177,72,11,4,219.22,0.0
178,72,9,1,125.78,0.0
179,73,19,4,139.22,0.0
180,74,18,2,311.1,0.0
181,74,3,5,244.94,0.0
182,75,6,1,212.56,0.0
183,76,20,2,427.4,0.0
184,76,8,2,290.69,0.0
185,77,5,2,387.05,0.15
186,78,6,2,212.56,0.0
187,78,1,1,352.32,0.05
188,78,17,4,175.72,0.05
189,78,11,1,219.22,0.0
190,79,14,2,170.44,0.1
191,79,17,3,175.72,0.15
192,80,9,4,125.78,0.0
193,81,3,4,244.94,0.0
194,81,13,4,110.8,0.0
195,82,7,5,178.21,0.0
196,82,16,3,152.75,0.0
197,82,2,3,67.47,0.0
198,83,9,5,125.78,0.0
199,83,17,5,175.72,0.0
200,84,15,2,169.95,0.0
201,84,11,1,219.22,0.0
202,84,6,1,212.56,0.0
203,84,13,3,110.8,0.05
204,85,19,5,139.22,0.0
205,85,6,3,212.56,0.05
206,86,18,5,311.1,0.0
207,86,11,2,219.22,0.1
208,86,3,2,244.94,0.0
209,86,19,2,139.22,0.0
210,87,7,5,178.21,0.0
211,87,5,3,387.05,0.0
212,87,2,3,67.47,0.0
213,88,3,2,244.94,0.0
214,88,8,5,290.69,0.0
215,89,12,2,192.27,0.0
216,90,15,5,169.95,0.0
217,90,3,2,244.94,0.0
218,90,9,5,125.78,0.1
219,91,2,2,67.47,0.0
220,91,3,2,244.94,0.0
221,91,17,4,175.72,0.0
222,91,12,3,192.27,0.05
223,92,14,1,170.44,0.0
224,92,13,4,110.8,0.0
225,92,9,3,125.78,0.1
226,92,5,1,387.05,0.0
227,93,10,5,69.78,0.0
228,93,17,2,175.72,0.0
229,94,17,3,175.72,0.0
230,94,6,2,212.56,0.0
231,95,4,4,235.29,0.0
232,96,8,2,290.69,0.0
233,96,7,5,178.21,0.0
234,97,6,5,212.56,0.0
235,97,5,2,387.05,0.0
236,97,20,1,427.4,0.0
237,97,11,3,219.22,0.0
238,98,9,4,125.78,0.0
239,98,2,1,67.47,0.05
240,98,12,4,192.27,0.0
241,98,1,5,352.32,0.0
242,99,17,1,175.72,0.0
243,99,11,4,219.22,0.05
244,99,20,2,427.4,0.0
245,100,1,5,352.32,0.0
246,100,8,2,290.69,0.0
247,101,2,1,67.47,0.0
248,101,10,1,69.78,0.15
249,101,18,1,311.1,0.0
250,102,13,1,110.8,0.0
251,102,6,4,212.56,0.0
252,102,4,1,235.29,0.0
253,103,5,5,387.05,0.0
254,103,15,3,169.95,0.0
255,103,17,3,175.72,0.0
256,103,6,3,212.56,0.05
257,104,2,1,67.47,0.0
258,104,18,1,311.1,0.0
259,104,16,2,152.75,0.0
260,105,17,3,175.72,0.1
261,106,20,2,427.4,0.15
262,106,1,2,352.32,0.0
263,106,2,1,67.47,0.0
264,106,18,1,311.1,0.0
265,107,3,4,244.94,0.0
266,107,8,3,290.69,0.05
267,107,10,5,69.78,0.0
268,107,7,2,178.21,0.0
269,108,14,3,170.44,0.0
270,108,4,4,235.29,0.0
271,109,2,5,67.47,0.05
272,110,6,5,212.56,0.0
273,110,18,3,311.1,0.0
274,110,2,3,67.47,0.0
275,110,1,5,352.32,0.0
276,111,20,1,427.4,0.05
277,111,17,5,175.72,0.0
278,112,2,5,67.47,0.0
279,113,17,2,175.72,0.0
280,113,6,3,212.56,0.0
281,113,12,4,192.27,0.0
282,113,14,2,170.44,0.0
283,114,3,5,244.94,0.0
284,115,3,2,244.94,0.0
285,115,10,3,69.78,0.0
286,115,9,1,125.78,0.0
287,115,14,1,170.44,0.0
288,116,3,4,244.94,0.0
289,116,6,3,212.56,0.0
290,116,14,1,170.44,0.15
291,116,2,5,67.47,0.0
292,117,3,3,244.94,0.0
293,117,10,2,69.78,0.0
294,118,19,3,139.22,0.0
295,118,17,5,175.72,0.1
296,118,20,2,427.4,0.0
297,118,8,5,290.69,0.0
298,119,20,2,427.4,0.0
299,119,18,1,311.1,0.1
300,119,4,1,235.29,0.0
301,119,10,1,69.78,0.0
302,120,17,1,175.72,0.1
303,121,13,2,110.8,0.05
304,121,2,4,67.47,0.0
305,121,20,5,427.4,0.0
306,121,19,3,139.22,0.0
307,122,20,1,427.4,0.0
308,123,9,5,125.78,0.0
309,123,8,1,290.69,0.0
310,123,14,2,170.44,0.0
311,124,10,4,69.78,0.0
312,124,20,3,427.4,0.0
313,124,1,1,352.32,0.0
314,124,2,4,67.47,0.0
315,125,1,5,352.32,0.05
316,125,12,3,192.27,0.0
317,125,16,2,152.75,0.0
318,125,10,1,69.78,0.0
319,126,15,5,169.95,0.0
320,127,17,5,175.72,0.0
321,127,7,2,178.21,0.0
322,127,11,3,219.22,0.0
323,127,6,4,212.56,0.0
324,128,4,2,235.29,0.1
325,129,20,5,427.4,0.0
326,129,10,1,69.78,0.05
327,130,15,5,169.95,0.15
328,130,7,4,178.21,0.0
329,130,16,1,152.75,0.1
330,130,17,1,175.72,0.05
331,131,12,4,192.27,0.0
332,131,10,5,69.78,0.0
333,131,19,4,139.22,0.15
334,132,15,1,169.95,0.1
335,132,16,4,152.75,0.0
336,132,9,5,125.78,0.0
337,133,13,4,110.8,0.05
338,133,19,2,139.22,0.0
339,133,18,1,311.1,0.0
340,133,8,2,290.69,0.0
341,134,4,5,235.29,0.0
342,134,8,2,290.69,0.1
343,135,3,1,244.94,0.05
344,135,20,5,427.4,0.0
345,136,12,3,192.27,0.15
346,136,13,1,110.8,0.0
347,136,19,1,139.22,0.0
348,137,16,3,152.75,0.0
349,137,6,5,212.56,0.0
350,137,11,2,219.22,0.0
351,137,1,1,352.32,0.0
352,138,20,3,427.4,0.0
353,138,11,4,219.22,0.0
354,138,6,5,212.56,0.0
355,138,18,5,311.1,0.0
356,139,6,3,212.56,0.0
357,140,3,4,244.94,0.0
358,140,12,4,192.27,0.0
359,140,11,4,219.22,0.0
360,140,13,1,110.8,0.15
361,141,1,4,352.32,0.05
362,141,14,4,170.44,0.0
363,142,13,2,110.8,0.05
364,143,3,1,244.94,0.05
365,143,17,2,175.72,0.0
366,143,20,1,427.4,0.0
367,144,17,2,175.72,0.0
368,144,7,3,178.21,0.0
369,144,9,4,125.78,0.0
370,145,3,1,244.94,0.0
371,145,15,5,169.95,0.15
372,145,6,5,212.56,0.0
373,145,16,5,152.75,0.0
374,146,15,1,169.95,0.0
375,146,10,5,69.78,0.0
376,146,13,2,110.8,0.0
377,147,17,3,175.72,0.0
378,147,19,3,139.22,0.0
379,148,10,2,69.78,0.05
380,149,12,5,192.27,0.1
381,150,17,2,175.72,0.1
382,150,19,2,139.22,0.0
383,151,9,4,125.78,0.0
384,152,14,1,170.44,0.0
385,152,6,5,212.56,0.0
386,152,2,5,67.47,0.0
387,153,9,2,125.78,0.0
388,154,17,1,175.72,0.0
389,154,5,5,387.05,0.0
390,155,16,4,152.75,0.0
391,155,5,1,387.05,0.05
392,155,6,4,212.56,0.15
393,155,20,1,427.4,0.05
394,156,15,3,169.95,0.1
395,156,8,2,290.69,0.0
396,157,11,2,219.22,0.05
397,157,3,4,244.94,0.0
398,158,5,3,387.05,0.05
399,158,11,2,219.22,0.0
400,159,13,3,110.8,0.0
401,159,8,3,290.69,0.0
402,159,10,3,69.78,0.0
403,159,11,1,219.22,0.05
404,160,15,2,169.95,0.05
405,160,14,3,170.44,0.0
406,161,11,2,219.22,0.0
407,161,2,1,67.47,0.0
408,161,13,2,110.8,0.1
409,161,6,2,212.56,0.05
410,162,20,5,427.4,0.0
411,162,5,5,387.05,0.0
412,163,17,3,175.72,0.0
413,163,8,4,290.69,0.0
414,163,18,5,311.1,0.0
415,163,20,3,427.4,0.0
416,164,4,2,235.29,0.0
417,164,6,5,212.56,0.05
418,164,11,1,219.22,0.0
419,164,13,2,110.8,0.15
420,165,8,3,290.69,0.05
421,165,9,2,125.78,0.0
422,165,1,2,352.32,0.0
423,166,15,2,169.95,0.0
424,166,17,1,175.72,0.05
425,167,13,3,110.8,0.0
426,167,4,2,235.29,0.0
427,167,1,1,352.32,0.0
428,167,6,3,212.56,0.0
429,168,17,5,175.72,0.0
430,168,6,2,212.56,0.0
431,168,11,4,219.22,0.0
432,168,2,1,67.47,0.0
433,169,1,3,352.32,0.0
434,169,14,5,170.44,0.05
435,169,4,3,235.29,0.0
436,169,11,4,219.22,0.0
437,170,13,4,110.8,0.0
438,170,16,1,152.75,0.0
439,171,9,1,125.78,0.15
440,171,10,5,69.78,0.0
441,171,18,2,311.1,0.05
442,172,3,4,244.94,0.0
443,172,16,1,152.75,0.0
444,172,1,2,352.32,0.0
445,172,5,4,387.05,0.0
446,173,5,2,387.05,0.0
447,174,12,3,192.27,0.05
448,174,15,2,169.95,0.0
449,174,5,3,387.05,0.15
450,174,14,4,170.44,0.05
451,175,12,3,192.27,0.0
452,176,13,5,110.8,0.0
453,176,10,4,69.78,0.0
454,176,16,1,152.75,0.0
455,177,13,3,110.8,0.0
456,177,5,4,387.05,0.0
457,178,1,2,352.32,0.0
458,179,8,2,290.69,0.0
459,179,9,2,125.78,0.1
460,179,20,3,427.4,0.0
461,179,1,4,352.32,0.0
462,180,16,4,152.75,0.0
463,180,19,2,139.22,0.05
464,180,20,2,427.4,0.0
465,181,5,5,387.05,0.0
466,182,4,4,235.29,0.0
467,182,17,5,175.72,0.0
468,183,8,4,290.69,0.0
469,183,13,3,110.8,0.0
470,183,10,3,69.78,0.0
471,184,18,3,311.1,0.0
472,184,12,1,192.27,0.0
473,185,9,3,125.78,0.0
474,185,6,2,212.56,0.1
475,185,7,3,178.21,0.0
476,186,4,3,235.29,0.0
477,186,1,2,352.32,0.0
478,186,15,2,169.95,0.0
479,187,14,2,170.44,0.0
480,187,16,1,152.75,0.0
481,187,3,1,244.94,0.0
482,187,8,1,290.69,0.0
483,188,6,3,212.56,0.0
484,188,20,1,427.4,0.0
485,188,4,2,235.29,0.0
486,188,3,3,244.94,0.0
487,189,9,3,125.78,0.0
488,189,5,5,387.05,0.0
489,190,3,5,244.94,0.0
490,191,18,5,311.1,0.0
491,191,20,5,427.4,0.0
492,191,11,4,219.22,0.0
493,191,19,3,139.22,0.0
494,192,20,5,427.4,0.0
495,192,8,3,290.69,0.0
496,192,18,5,311.1,0.0
497,192,10,5,69.78,0.0
498,193,4,4,235.29,0.0
499,194,17,2,175.72,0.0
500,194,3,5,244.94,0.0
501,195,1,4,352.32,0.0
502,195,10,1,69.78,0.0
503,195,18,3,311.1,0.0
504,195,17,3,175.72,0.0
505,196,11,4,219.22,0.0
506,196,19,5,139.22,0.0
507,196,5,4,387.05,0.0
508,197,18,1,311.1,0.15
509,197,5,5,387.05,0.05
510,198,20,1,427.4,0.0
511,199,8,1,290.69,0.05
512,199,7,5,178.21,0.0
513,199,3,1,244.94,0.0
514,200,11,1,219.22,0.0
515,200,16,2,152.75,0.1
516,200,17,2,175.72,0.0
517,200,8,4,290.69,0.0
518,201,3,2,244.94,0.0
519,201,13,1,110.8,0.0
520,201,11,3,219.22,0.0
521,201,6,1,212.56,0.0
522,202,19,5,139.22,0.0
523,202,5,4,387.05,0.0
524,202,18,4,311.1,0.05
525,203,13,5,110.8,0.0
526,204,13,1,110.8,0.0
527,204,14,3,170.44,0.0
528,205,19,1,139.22,0.0
529,206,18,5,311.1,0.0
530,206,17,3,175.72,0.0
531,206,15,5,169.95,0.0
532,207,20,5,427.4,0.0
533,207,19,3,139.22,0.0
534,207,16,2,152.75,0.0
535,208,15,3,169.95,0.0
536,208,14,1,170.44,0.0
537,209,6,3,212.56,0.0
538,209,7,4,178.21,0.0
539,210,19,3,139.22,0.0
540,210,5,2,387.05,0.0
541,210,14,3,170.44,0.0
542,210,13,3,110.8,0.0
543,211,8,5,290.69,0.0
544,211,3,5,244.94,0.0
545,212,8,2,290.69,0.0
546,212,16,2,152.75,0.15
547,213,15,4,169.95,0.0
548,214,6,2,212.56,0.1
549,214,12,4,192.27,0.0
550,214,4,4,235.29,0.0
551,215,20,1,427.4,0.0
552,216,13,2,110.8,0.05
553,216,19,3,139.22,0.0
554,217,1,4,352.32,0.0
555,218,18,3,311.1,0.0
556,218,4,2,235.29,0.0
557,218,12,1,192.27,0.05
558,218,9,2,125.78,0.0
559,219,9,5,125.78,0.0
560,220,15,3,169.95,0.0
561,220,3,3,244.94,0.05
562,221,18,2,311.1,0.0
563,221,14,1,170.44,0.0
564,221,2,4,67.47,0.0
565,221,10,2,69.78,0.0
566,222,7,4,178.21,0.0
567,223,5,4,387.05,0.1
568,223,6,3,212.56,0.05
569,223,18,1,311.1,0.05
570,224,18,1,311.1,0.0
571,224,3,4,244.94,0.0
572,224,7,2,178.21,0.15
573,224,10,2,69.78,0.15
574,225,15,4,169.95,0.0
575,226,14,3,170.44,0.0
576,227,4,5,235.29,0.0
577,227,9,4,125.78,0.0
578,228,14,3,170.44,0.0
579,228,12,1,192.27,0.0
580,229,17,2,175.72,0.0
581,230,18,4,311.1,0.0
582,230,3,3,244.94,0.0
583,230,7,2,178.21,0.0
584,231,14,3,170.44,0.1
585,231,12,3,192.27,0.0
586,231,15,1,169.95,0.0
587,232,17,1,175.72,0.0
588,232,14,4,170.44,0.0
589,232,11,3,219.22,0.15
590,233,2,1,67.47,0.05
591,234,13,1,110.8,0.05
592,234,1,4,352.32,0.0
593,235,1,2,352.32,0.0
594,235,4,2,235.29,0.0
595,236,1,5,352.32,0.1
596,236,7,1,178.21,0.0
597,237,19,1,139.22,0.0
598,237,3,4,244.94,0.0
599,237,20,1,427.4,0.0
600,237,17,1,175.72,0.0
601,238,19,1,139.22,0.15
602,238,14,4,170.44,0.0
603,239,1,4,352.32,0.0
604,239,3,2,244.94,0.0
605,240,15,5,169.95,0.0
606,240,17,1,175.72,0.0
607,240,6,5,212.56,0.05
608,241,19,1,139.22,0.0
609,241,12,2,192.27,0.0
610,241,3,3,244.94,0.0
611,242,11,3,219.22,0.0
612,242,12,5,192.27,0.1
613,242,5,5,387.05,0.0
614,242,7,5,178.21,0.1
615,243,2,5,67.47,0.0
616,243,1,1,352.32,0.0
617,243,5,5,387.05,0.0
618,243,8,4,290.69,0.0
619,244,5,1,387.05,0.0
620,244,20,2,427.4,0.05
621,244,7,1,178.21,0.0
622,244,13,4,110.8,0.0
623,245,13,2,110.8,0.0
624,245,18,3,311.1,0.0
625,245,10,1,69.78,0.0
626,245,14,3,170.44,0.0
627,246,3,3,244.94,0.0
628,247,5,3,387.05,0.1
629,247,7,4,178.21,0.0
630,247,20,2,427.4,0.0
631,247,14,2,170.44,0.05
632,248,18,3,311.1,0.15
633,248,12,3,192.27,0.0
634,249,10,5,69.78,0.0
635,249,14,5,170.44,0.0
636,249,18,2,311.1,0.0
637,250,2,1,67.47,0.0
638,251,17,2,175.72,0.0
639,251,1,5,352.32,0.15
640,251,10,4,69.78,0.0
641,252,17,3,175.72,0.05
642,252,6,4,212.56,0.0
643,252,4,3,235.29,0.0
644,252,12,3,192.27,0.0
645,253,10,1,69.78,0.0
646,253,1,1,352.32,0.0
647,253,12,1,192.27,0.0
648,254,3,2,244.94,0.0
649,254,1,4,352.32,0.0
650,254,2,3,67.47,0.0
651,255,20,2,427.4,0.0
652,256,9,2,125.78,0.0
653,256,1,5,352.32,0.0
654,256,3,5,244.94,0.0
655,256,15,5,169.95,0.0
656,257,10,3,69.78,0.0
657,258,19,5,139.22,0.0
658,259,6,4,212.56,0.0
659,259,9,1,125.78,0.0
660,259,14,1,170.44,0.0
661,259,12,5,192.27,0.0
662,260,3,4,244.94,0.05
663,260,17,5,175.72,0.05
664,261,17,2,175.72,0.1
665,261,11,3,219.22,0.0
666,262,5,2,387.05,0.0
667,262,2,2,67.47,0.05
668,263,19,2,139.22,0.05
669,263,15,2,169.95,0.0
670,263,6,1,212.56,0.0
671,264,13,1,110.8,0.0
672,264,17,3,175.72,0.0
673,265,10,2,69.78,0.0
674,265,3,3,244.94,0.0
675,265,18,5,311.1,0.0
676,265,1,3,352.32,0.0
677,266,6,1,212.56,0.0
678,266,4,2,235.29,0.0
679,266,20,2,427.4,0.0
680,266,7,4,178.21,0.0
681,267,18,3,311.1,0.05
682,268,1,1,352.32,0.0
683,269,8,3,290.69,0.15
684,269,1,3,352.32,0.0
685,269,12,1,192.27,0.1
686,270,12,3,192.27,0.1
687,270,11,3,219.22,0.0
688,270,5,3,387.05,0.0
689,270,10,2,69.78,0.15
690,271,12,5,192.27,0.0
691,271,1,4,352.32,0.0
692,271,5,1,387.05,0.0
693,272,2,1,67.47,0.05
694,272,9,5,125.78,0.0
695,272,10,2,69.78,0.0
696,272,16,2,152.75,0.0
697,273,11,3,219.22,0.0
698,273,12,2,192.27,0.0
699,273,18,1,311.1,0.0
700,273,3,4,244.94,0.05
701,274,10,2,69.78,0.0
702,274,17,4,175.72,0.0
703,275,14,5,170.44,0.1
704,275,11,5,219.22,0.05
705,276,11,3,219.22,0.0
706,276,4,2,235.29,0.0
707,276,12,5,192.27,0.0
708,277,9,3,125.78,0.0
709,277,1,4,352.32,0.0
710,278,18,2,311.1,0.05
711,279,7,1,178.21,0.0
712,280,7,4,178.21,0.0
713,280,5,4,387.05,0.0
714,280,19,1,139.22,0.15
715,281,19,1,139.22,0.0
716,281,6,1,212.56,0.0
717,281,15,3,169.95,0.0
718,282,6,4,212.56,0.0
719,282,16,3,152.75,0.15
720,282,14,2,170.44,0.0
721,282,7,3,178.21,0.0
722,283,20,3,427.4,0.0
723,283,9,5,125.78,0.1
724,284,6,4,212.56,0.05
725,284,3,5,244.94,0.0
726,284,12,3,192.27,0.0
727,284,17,2,175.72,0.0
728,285,13,3,110.8,0.0
729,285,15,5,169.95,0.0
730,285,4,5,235.29,0.0
731,286,15,2,169.95,0.05
732,286,5,2,387.05,0.0
733,286,20,5,427.4,0.0
734,287,13,3,110.8,0.0
735,287,11,3,219.22,0.0
736,287,20,5,427.4,0.0
737,288,15,2,169.95,0.1
738,288,12,5,192.27,0.0
739,288,18,5,311.1,0.0
740,289,2,3,67.47,0.05
741,289,11,5,219.22,0.0
742,289,17,1,175.72,0.0
743,290,19,5,139.22,0.0
744,290,3,3,244.94,0.0
745,290,13,1,110.8,0.0
746,290,8,3,290.69,0.0
747,291,13,4,110.8,0.0
748,291,16,3,152.75,0.0
749,292,17,3,175.72,0.0
750,292,15,5,169.95,0.0
751,293,9,1,125.78,0.05
752,293,19,1,139.22,0.05
753,293,10,4,69.78,0.0
754,294,10,4,69.78,0.0
755,294,6,3,212.56,0.0
756,294,3,5,244.94,0.0
757,295,11,5,219.22,0.15
758,295,12,1,192.27,0.05
759,295,13,4,110.8,0.0
760,296,7,1,178.21,0.0
761,296,16,5,152.75,0.0
762,296,5,3,387.05,0.0
763,296,10,1,69.78,0.0
764,297,2,4,67.47,0.0
765,297,14,3,170.44,0.1
766,297,3,4,244.94,0.05
767,297,13,5,110.8,0.0
768,298,16,2,152.75,0.05
769,298,15,1,169.95,0.05
770,299,2,1,67.47,0.15
771,299,9,3,125.78,0.05
772,300,18,1,311.1,0.0
773,300,9,5,125.78,0.1
774,300,6,2,212.56,0.0
775,300,5,3,387.05,0.0
776,301,13,1,110.8,0.0
777,302,8,3,290.69,0.05
778,302,13,4,110.8,0.0
779,303,8,5,290.69,0.15
780,303,13,2,110.8,0.0
781,303,9,2,125.78,0.0
782,304,17,4,175.72,0.0
783,304,3,4,244.94,0.0
784,305,3,5,244.94,0.0
785,305,12,4,192.27,0.0
786,305,4,3,235.29,0.0
787,305,16,3,152.75,0.0
788,306,11,1,219.22,0.05
789,306,15,4,169.95,0.0
790,306,5,1,387.05,0.0
791,306,10,2,69.78,0.0
792,307,5,5,387.05,0.0
793,307,6,5,212.56,0.0
794,308,11,2,219.22,0.0
795,309,2,3,67.47,0.0
796,309,18,1,311.1,0.1
797,309,4,3,235.29,0.0
798,309,10,5,69.78,0.0
799,310,7,2,178.21,0.0
800,310,8,1,290.69,0.0
801,311,15,5,169.95,0.05
802,311,12,4,192.27,0.0
803,311,7,5,178.21,0.0
804,311,16,3,152.75,0.0
805,312,15,1,169.95,0.0
806,313,15,3,169.95,0.0
807,314,2,2,67.47,0.0
808,314,7,2,178.21,0.0
809,314,11,4,219.22,0.0
810,314,8,1,290.69,0.0
811,315,19,1,139.22,0.05
812,315,12,3,192.27,0.0
813,315,6,3,212.56,0.0
814,315,8,3,290.69,0.0
815,316,4,4,235.29,0.0
816,317,16,4,152.75,0.05
817,317,9,1,125.78,0.15
818,318,14,4,170.44,0.05
819,318,10,5,69.78,0.0
820,318,17,5,175.72,0.0
821,318,18,3,311.1,0.05
822,319,3,4,244.94,0.15
823,319,9,4,125.78,0.0
824,319,15,2,169.95,0.0
825,320,17,4,175.72,0.0
826,320,19,3,139.22,0.15
827,320,5,2,387.05,0.0
828,321,19,3,139.22,0.0
829,321,16,3,152.75,0.05
830,322,17,3,175.72,0.0
831,323,15,2,169.95,0.05
832,324,15,2,169.95,0.0
833,324,7,4,178.21,0.0
834,325,13,2,110.8,0.0
835,325,3,2,244.94,0.1
836,325,15,2,169.95,0.0
837,326,20,3,427.4,0.0
838,327,6,1,212.56,0.0
839,327,5,5,387.05,0.0
840,328,5,5,387.05,0.15
841,328,6,3,212.56,0.05
842,328,13,4,110.8,0.0
843,329,10,4,69.78,0.0
844,329,20,1,427.4,0.15
845,330,17,3,175.72,0.0
846,330,10,2,69.78,0.1
847,330,2,1,67.47,0.0
848,331,12,2,192.27,0.0
849,331,7,5,178.21,0.0
850,331,14,1,170.44,0.0
851,331,16,3,152.75,0.0
852,332,8,1,290.69,0.0
853,332,1,1,352.32,0.0
854,332,12,2,192.27,0.0
855,333,4,3,235.29,0.0
856,334,12,3,192.27,0.0
857,334,18,5,311.1,0.0
858,334,6,3,212.56,0.0
859,335,20,1,427.4,0.0
860,335,8,2,290.69,0.05
861,336,13,3,110.8,0.0
862,336,8,1,290.69,0.0
863,336,14,2,170.44,0.0
864,337,16,4,152.75,0.0
865,337,19,3,139.22,0.0
866,338,9,3,125.78,0.0
867,338,6,5,212.56,0.0
868,338,11,1,219.22,0.0
869,339,13,3,110.8,0.0
870,339,18,4,311.1,0.15
871,340,13,1,110.8,0.0
